entity_id,legal_name,License Number,entity_status,entity_start,entity_end,license_type,business_category,phone_number,zip_code
BA-1432893-2022,NICHOLAS CONSTRUCTION CORP,2087889-DCA,Active,07/02/2019,02/28/2027,Premises,Home Improvement Contractor,+13475581083,10301
BA-1432896-2022,MATLYN FOODS INC.,2040655-DCA,Active,07/18/2016,03/31/2026,Premises,Stoop Line Stand,+17188758121,11201
BA-1432911-2022,"MARTINEZ, NELSON",0893204-DCA,Active,06/17/1996,03/31/2026,Premises,Stoop Line Stand,+17186242170,11231
BA-1432920-2022,MOUNT CONSTRUCTION CORP.,2088009-DCA,Active,07/08/2019,02/28/2027,Premises,Home Improvement Contractor,+13475258127,10305
BA-1432926-2022,NEW MIDTOWN DELI & GROCERY INC.,2021020-2-DCA,Active,04/14/2015,12/31/2026,Premises,Tobacco Retail Dealer,+17189379100,11101
BA-1432929-2022,MILLENNIUM SMOKE SHOP INC,2017804-2-DCA,Active,01/29/2015,12/31/2026,Premises,Tobacco Retail Dealer,+16467264513,10038
BA-1432930-2022,"MAHARAJ, RAMRAJ R",2085465-DCA,Active,05/03/2019,03/31/2026,Premises,Stoop Line Stand,+13474195890,11419
BA-1432933-2022,PASTICCERIA LUCA INC.,1324871-DCA,Active,07/07/2009,03/31/2026,Premises,Stoop Line Stand,+17182956077,10458
BA-1432943-2022,Michele Construction,2018763-DCA,Active,01/31/2015,02/28/2027,Premises,Home Improvement Contractor,+16099181100,10312
BA-1432952-2022,MALPOL CONSTRUCTION CORP,1235869-DCA,Active,08/15/2006,02/28/2027,Premises,Home Improvement Contractor,+17183866727,11378
BA-1433015-2022,nyc painting contracting inc,2097818-DCA,Active,02/24/2021,02/28/2027,Premises,Home Improvement Contractor,+13472198593,10306
BA-1433155-2022,"ORDAZ-TORRES, VICENTE",1395515-DCA,Active,06/07/2011,07/31/2027,Premises,Secondhand Dealer - General,+16463399140,10474
BA-1433183-2022,O & A PARKING GARAGE INC.,2021443-DCA,Active,04/21/2015,03/31/2027,Premises,Garage & Parking Lot,+17184839458,10456
BA-1433201-2022,M AND S DRUGS INC,1465044-DCA,Active,05/15/2013,03/15/2027,Premises,Dealer In Products For The Disabled,+17183924049,11106
BA-1433225-2022,NEW FANTASY ACCESSORIES INC,2043651-DCA,Active,09/14/2016,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13478618363,11208
BA-1433254-2022,MSR CONSTRUCTION INC,2008561-DCA,Active,05/23/2014,02/28/2027,Premises,Home Improvement Contractor,+19175770795,10459
BA-1433268-2022,MARD DELI GROCERY CORP.,2046034-1-DCA,Active,11/30/2016,12/31/2027,Premises,Tobacco Retail Dealer,+19174737540,10457
BA-1433276-2022,M LUIS CONTRUCTION CORP,2102514-DCA,Active,11/09/2021,02/28/2027,Premises,Home Improvement Contractor,+16462064917,10462
BA-1433306-2022,"RANERI, THOMAS M",1473544-DCA,Active,09/13/2013,02/28/2027,Premises,Home Improvement Contractor,+17187756674,10465
BA-1433415-2022,"PK HOME IMPROVEMENT CO., INC.",2035078-DCA,Active,03/28/2016,02/28/2027,Premises,Home Improvement Contractor,+17183810466,11385
BA-1433431-2022,MOHAMMAD SADIQ,1461218-DCA,Active,04/01/2013,02/28/2027,Premises,Home Improvement Contractor,+17182346334,11215
BA-1433483-2022,MLS TRADING INC,2093384-DCA,Active,01/07/2020,07/31/2027,Premises,Secondhand Dealer - General,+15168305275,11372
BA-1433490-2022,MAYIMBE GROCERY CORP,2054922-2-DCA,Active,06/23/2017,12/31/2026,Premises,Tobacco Retail Dealer,+16467819334,10002
BA-1433601-2022,NEW BEST UTICA MARKET INC,2065078-DCA,Active,01/18/2018,03/31/2026,Premises,Stoop Line Stand,+17189401230,11203
BA-1433632-2022,"NEW ENTITY, LLC",1382514-DCA,Active,09/05/2013,02/28/2027,Premises,Home Improvement Contractor,,11220
BA-1433664-2022,PLRS RESTORATION LLC,2093402-DCA,Active,01/07/2020,02/28/2027,Premises,Home Improvement Contractor,+17185596060,11426
BA-1433701-2022,MELFORD BARNETT,2038765-DCA,Active,06/07/2016,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17182081737,10466
BA-1433723-2022,PEPE CRUZ JEWELRY & DIAMOND CORP,2089603-DCA,Active,08/15/2019,07/31/2027,Premises,Secondhand Dealer - General,+17185970800,10472
BA-1433732-2022,"RAGHBIR, SINGH",1357681-DCA,Active,06/04/2010,02/28/2027,Premises,Home Improvement Contractor,+17189255133,11420
BA-1433750-2022,MASPETH AUTO BODY INC,2109311-DCA,Active,10/13/2022,07/31/2027,Premises,Secondhand Dealer - General,+17184409140,11378
BA-1433754-2022,PROPER CONTRACTING NY INC,2107473-DCA,Active,07/14/2022,02/28/2027,Premises,Home Improvement Contractor,+17182137646,11218
BA-1433892-2022,NYRON & SONS GENERAL CONTRACTING INC,1424554-DCA,Active,04/10/2012,02/28/2027,Premises,Home Improvement Contractor,+17183374035,11691
BA-1433897-2022,Pro Builders Inc,2091976-DCA,Active,11/04/2019,02/28/2027,Premises,Home Improvement Contractor,+19174174892,11368
BA-1433899-2022,N.Y.C. RENOVATION MANAGEMENT INC.,1115901-DCA,Active,07/10/2002,02/28/2027,Premises,Home Improvement Contractor,+17183771400,11234
BA-1433904-2022,"RALPH M. CHAIT GALLERIES, INC.",0497331-DCA,Active,07/28/1997,07/31/2027,Premises,Secondhand Dealer - General,+12123972818,10022
BA-1433926-2022,M K L TRADING INC.,1360696-DCA,Active,06/29/2010,07/31/2027,Premises,Secondhand Dealer - General,+17182381888,11219
BA-1433927-2022,PREFERRED PROCESS SERVERS INC,2003142-DCA,Active,02/03/2014,02/28/2026,Premises,Process Serving Agency,+17183624890,11357
BA-1433935-2022,PROTO PARKING INC,2057385-DCA,Active,08/23/2017,03/31/2027,Premises,Garage & Parking Lot,+16462092694,10016
BA-1434017-2022,MNOTA CONSTRUCTION CORP.,2011073-DCA,Active,07/23/2014,02/28/2027,Premises,Home Improvement Contractor,+17188493920,11418
BA-1434020-2022,MY LUCKY DELI INC,2111847-2-DCA,Active,03/23/2023,12/31/2026,Premises,Tobacco Retail Dealer,+17169512614,11366
BA-1434031-2022,NY R-B CONTRACTING INC.,2050493-DCA,Active,04/03/2017,02/28/2027,Premises,Home Improvement Contractor,+17183143299,11226
BA-1434053-2022,MATAMOROS GROCERY CORP,2088597-DCA,Active,07/23/2019,03/31/2026,Premises,Stoop Line Stand,+17184390003,11228
BA-1434069-2022,NIMI NAZ CORP.,1294002-DCA,Active,07/29/2008,12/31/2026,Premises,Tobacco Retail Dealer,+17183894575,11222
BA-1434141-2022,MGC DESIGN AND CONTRACTING CORP.,0990802-DCA,Active,07/21/1998,02/28/2027,Premises,Home Improvement Contractor,+17187599558,11209
BA-1434161-2022,"OAK & TEAK DESIGN CONSTRUCTION, INC.",2095474-DCA,Active,03/20/2020,02/28/2027,Premises,Home Improvement Contractor,+13473558319,11208
BA-1434287-2022,RAHMAH INC.,2072011-1-DCA,Active,05/29/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+13475851517,11231
BA-1434308-2022,PRIMAL GENERAL CONSTRUCTION INC.,1344319-DCA,Active,02/03/2010,02/28/2027,Premises,Home Improvement Contractor,+13476211574,10462
BA-1434324-2022,NEWS NEWSTAND LLC,2072923-1-DCA,Active,06/08/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+12129752180,10019
BA-1434339-2022,"NUNEZ, JOSE A",1160103-DCA,Active,02/11/2004,03/31/2026,Premises,Stoop Line Stand,+12125685151,10033
BA-1434374-2022,Moon Shine Construction Corp.,2099844-DCA,Active,07/01/2021,02/28/2027,Premises,Home Improvement Contractor,+17184366634,11235
BA-1434409-2022,P.A.C. GARAGE CORP.,0916798-DCA,Active,03/31/1997,03/31/2027,Premises,Garage & Parking Lot,+19179390977,10128
BA-1434420-2022,PLATHO DELI GROCERY INC,2069551-1-DCA,Active,04/17/2018,11/30/2027,Premises,Electronic Cigarette Dealer,,11378
BA-1434423-2022,MR D'S AUTOMOBILES INC.,0977400-DCA,Active,01/09/1998,07/31/2027,Premises,Secondhand Dealer - Auto,+17189675221,10309
BA-1434454-2022,RIZWAN AHMAD,1308602-DCA,Active,10/24/2011,02/28/2027,Premises,Home Improvement Contractor,+13472807156,11223
BA-1434487-2022,"MIREK OLD WORLD CRAFTSMAN, INC.",1195594-DCA,Active,05/09/2005,02/28/2027,Premises,Home Improvement Contractor,+17187614610,10314
BA-1434509-2022,MILO'S PAINTING LLC,2106256-DCA,Active,05/23/2022,02/28/2027,Premises,Home Improvement Contractor,+19739301313,11385
BA-1434512-2022,NY SKYHIGH CONSTRUCTION CORP.,2103610-DCA,Active,01/25/2022,02/28/2027,Premises,Home Improvement Contractor,+17189244235,11434
BA-1434516-2022,NY BIG APPLE RENOVATORS INC,2079881-DCA,Active,11/13/2018,02/28/2027,Premises,Home Improvement Contractor,+17185212121,11105
BA-1434555-2022,MEADOW TRADING INC.,2071229-1-DCA,Active,05/16/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17184542353,11365
BA-1434635-2022,MANHATTAN PARKING WEST 45 STREET CORP,1339252-DCA,Active,11/19/2009,03/31/2027,Premises,Garage & Parking Lot,+12124903460,10036
BA-1434715-2022,NEW METRO COMM OF FLUSHING INC,2090975-DCA,Active,09/27/2019,12/31/2026,Premises,Electronics Store,+16465717129,11354
BA-1434737-2022,"RAHMAN, MOHAMMED A",2078391-DCA,Active,09/20/2018,02/28/2027,Premises,Home Improvement Contractor,+19176519939,10472
BA-1434832-2022,"MIDTOWN COMICS, INC.",2110289-DCA,Active,12/19/2022,07/31/2027,Premises,Secondhand Dealer - General,+12123028192,10018
BA-1434839-2022,"PIONEER CONSTRUCTION USA, INC.",2045203-DCA,Active,11/01/2016,02/28/2027,Premises,Home Improvement Contractor,+19175671390,11429
BA-1434848-2022,R & R CONSTRUCTION USA INC.,1230264-DCA,Active,06/13/2006,02/28/2027,Premises,Home Improvement Contractor,+13475484940,11429
BA-1434854-2022,NEW MRM CORPORATION,2096586-DCA,Active,10/06/2020,02/28/2027,Premises,Home Improvement Contractor,+13475766588,10314
BA-1434855-2022,"PUBLIC METAL BUYERS, INC.",0922642-DCA,Active,06/11/2003,07/31/2027,Premises,Secondhand Dealer - General,+12129256615,10013
BA-1434867-2022,"RAMC Painting, LLC",2099825-DCA,Active,07/01/2021,02/28/2027,Premises,Home Improvement Contractor,+13476838984,10011
BA-1434869-2022,"MARTIN BUSCH, INC",1335004-DCA,Active,10/02/2009,07/31/2027,Premises,Secondhand Dealer - General,+12123492230,10038
BA-1434924-2022,MN SUPER CONTRACTING CORP,2108876-DCA,Active,09/16/2022,02/28/2027,Premises,Home Improvement Contractor,+12129205841,11219
BA-1434941-2022,M. RAHMAN CONSTRUCTION CORP.,1322049-DCA,Active,06/12/2009,02/28/2027,Premises,Home Improvement Contractor,+17184383110,11234
BA-1434976-2022,NORTH 4TH PLACE GARAGE CORP.,2023581-DCA,Active,06/01/2015,03/31/2027,Premises,Garage & Parking Lot,+12127367171,11249
BA-1435029-2022,"R & M RENOVATION, LLC",2084442-DCA,Active,04/09/2019,02/28/2027,Premises,Home Improvement Contractor,+16462432254,11432
BA-1435125-2022,PHONEPC INC.,2078358-DCA,Active,09/20/2018,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+16466623557,11232
BA-1435126-2022,PKG ENTERPRISES INC,2070676-1-DCA,Active,05/07/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17188430991,11419
BA-1435132-2022,PK PARKING CORP,2096960-DCA,Active,11/18/2020,03/31/2027,Premises,Garage & Parking Lot,+13475131088,10002
BA-1435134-2022,PHD Pharmaceutical Services Inc.,2097034-DCA,Active,11/25/2020,03/15/2027,Premises,Dealer In Products For The Disabled,+17183595605,11354
BA-1435149-2022,MIKE'S EXPERT WATCH WHOLESALE REPAIR INC,1433691-DCA,Active,06/13/2012,07/31/2027,Premises,Secondhand Dealer - General,+12128402363,10036
BA-1435150-2022,MOBILE REPAIR SHOP INC,2051853-DCA,Active,04/25/2017,12/31/2026,Premises,Electronics Store,+17186750555,11226
BA-1435155-2022,QUICK CELLULAR & REPAIRS INC,2088769-DCA,Active,07/26/2019,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13477592646,10469
BA-1435160-2022,"PREMIUM MILLWORK, INC.",1269827-DCA,Active,10/05/2007,02/28/2027,Premises,Home Improvement Contractor,+17184227774,11231
BA-1435357-2022,METRO PCS OF STATEN ISLAND INC.,2081064-DCA,Active,01/02/2019,12/31/2026,Premises,Electronics Store,+17184206580,10304
BA-1435373-2022,"N & F FRASCA CONTRACTING, INC.",0953242-DCA,Active,12/27/2002,02/28/2027,Premises,Home Improvement Contractor,+17182384655,11219
BA-1435405-2022,"ONE TOUCH HEALTH SUPPLY, INC.",2075132-DCA,Active,07/06/2018,03/15/2027,Premises,Dealer In Products For The Disabled,+15168598683,11050
BA-1435476-2022,MAJESTY 1 INC,2076167-DCA,Active,07/25/2018,02/28/2027,Premises,Home Improvement Contractor,+16464007567,11236
BA-1435486-2022,NEW MAURICE DELI INC.,2062754-2-DCA,Active,12/07/2017,12/31/2026,Premises,Tobacco Retail Dealer,+17183264096,11378
BA-1435494-2022,P.C. RICHARD & SON LONG ISLAND CORPORATION,1127414-DCA,Active,11/12/2002,12/31/2026,Premises,Electronics Store,+16318431670,10468
BA-1435528-2022,PARKING SYSTEMS PLUS INC,2065561-DCA,Active,02/01/2018,11/25/2025,Premises,Garage & Parking Lot,+18009441424,10475
BA-1435536-2022,POO PARKING CORP.,2117262-DCWP,Active,10/19/2023,03/31/2027,Premises,Garage & Parking Lot,+12124903460,10457
BA-1435584-2022,"ORLANDO NEWS, INC.",1070425-DCA,Active,12/28/2000,12/31/2027,Premises,Tobacco Retail Dealer,+19178337144,10021
BA-1435587-2022,"NERGAL'S HOME IMPROVEMENT CONTRACTING, L.L.C.",2079741-DCA,Active,11/07/2018,02/28/2027,Premises,Home Improvement Contractor,+13476689808,11216
BA-1435612-2022,PERFECT JEWELRY LLC,2096764-DCA,Active,10/27/2020,04/30/2026,Premises,Pawnbroker,+12122211520,10036
BA-1435630-2022,NEW ACCESS WIRELESS INC.,1273263-DCA,Active,11/26/2007,12/31/2026,Premises,Electronics Store,+17184503248,10458
BA-1435632-2022,NY Contractor llc,2103030-DCA,Active,12/09/2021,02/28/2027,Premises,Home Improvement Contractor,,10304
BA-1435642-2022,P & K PRODUCE CORP.,1247961-DCA,Active,02/07/2007,03/31/2026,Premises,Stoop Line Stand,+17183399565,11223
BA-1435651-2022,PROTECTOR BUILDER GENERAL CONTRACTOR INC.,1375568-DCA,Active,10/27/2010,02/28/2027,Premises,Home Improvement Contractor,+19177715721,11218
BA-1435660-2022,Modern Citi Group Inc.,2072354-DCA,Active,06/01/2018,02/28/2027,Premises,Home Improvement Contractor,+19294446043,11204
BA-1435663-2022,NEW AMSTERDAM METAL WORKS LLC,2063110-DCA,Active,12/12/2017,02/28/2027,Premises,Home Improvement Contractor,+17184729775,12549
BA-1435712-2022,PHOENIX WEDDING CORP.,1417473-DCA,Active,01/17/2012,03/31/2026,Premises,Stoop Line Stand,+17186517830,11372
BA-1435721-2022,"NITTI, ANTONIO",0764541-DCA,Active,12/18/2002,02/28/2027,Premises,Home Improvement Contractor,+17185398901,11356
BA-1435725-2022,NY CLASS CONSTRUCTION LLC,1304342-DCA,Active,03/29/2010,02/28/2027,Premises,Home Improvement Contractor,+19174598988,11216
BA-1435736-2022,P.C. RICHARD & SON LONG ISLAND CORPORATION,0987569-DCA,Active,06/09/1998,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+16318431670,11217
BA-1435784-2022,"PRECISE WINDOWS AND DOORS, LLC",1302128-DCA,Active,07/19/2011,02/28/2027,Premises,Home Improvement Contractor,+19146650840,10552
BA-1435792-2022,NEW SABA DELI & GROCERY INC,2094836-DCA,Active,02/26/2020,03/31/2026,Premises,Stoop Line Stand,+16316407626,11205
BA-1435797-2022,"ON-TRAC CONSTRUCTION ASSOCIATES, INC.",1407792-DCA,Active,09/14/2011,02/28/2027,Premises,Home Improvement Contractor,+17184416717,11418
BA-1435841-2022,"MROQUE RENOVATIONS NYC, LTD.",2046128-DCA,Active,12/05/2016,02/28/2027,Premises,Home Improvement Contractor,+13473317613,10001
BA-1435889-2022,M1D FUEL CORP.,2075511-1-DCA,Active,07/12/2018,11/30/2027,Premises,Electronic Cigarette Dealer,,10305
BA-1435892-2022,PARADISE TOWING AND RECOVERY LLC,1348077-DCA,Active,03/29/2012,04/30/2026,Premises,Tow Truck Company,+17185159167,10466
BA-1435893-2022,PAWNIT BRUCKNER LTD,1196305-DCA,Active,05/09/2005,04/30/2026,Premises,Pawnbroker,+17188616100,10472
BA-1435896-2022,MBQ CONTRACTING CORP,2005295-DCA,Active,03/27/2014,02/28/2027,Premises,Home Improvement Contractor,+19175736459,10027
BA-1435898-2022,PRIME PHARMACY INC.,2081901-DCA,Active,02/04/2019,03/15/2027,Premises,Dealer In Products For The Disabled,+17187866600,11104
BA-1435904-2022,MAGIC AUTO CUSTOMS GLASS AND SERCURITY INC,2074359-DCA,Active,06/25/2018,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13474556009,11428
BA-1435907-2022,MP BATTERY GATEWAY LLC,2095750-DCA,Active,05/22/2020,03/31/2027,Premises,Garage & Parking Lot,+19179393992,10280
BA-1435911-2022,NEW HL WIRELESS INC,2091184-DCA,Active,10/07/2019,12/31/2026,Premises,Electronics Store,+17187375786,11220
BA-1435958-2022,PHOENIKX NY INC.,1466504-DCA,Active,06/04/2013,02/28/2027,Premises,Home Improvement Contractor,+19179755511,10108
BA-1436040-2022,MUKTI 166 PETROLEUM INC,2075373-1-DCA,Active,07/11/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17187495864,11423
BA-1436052-2022,PRECISE WINDOW & DOOR INSTALLATIONS LLC,2091983-DCA,Active,11/04/2019,02/28/2027,Premises,Home Improvement Contractor,+13476728922,11234
BA-1436067-2022,P.C. RICHARD & SON LONG ISLAND CORPORATION,1180079-DCA,Active,09/15/2004,12/31/2026,Premises,Electronics Store,+16318431670,10010
BA-1436084-2022,PITKIN PARKING INC.,1347212-DCA,Active,03/15/2010,03/31/2027,Premises,Garage & Parking Lot,+17182905212,11212
BA-1436089-2022,"MAXIMAL PLUS CONSTRUCTION, INC.",2007496-DCA,Active,05/05/2014,02/28/2027,Premises,Home Improvement Contractor,+19179713545,11229
BA-1436125-2022,"MANNY'S BEST CONSTRUCTION, CORP.",1334998-DCA,Active,10/02/2009,02/28/2027,Premises,Home Improvement Contractor,+15167700185,11357
BA-1436128-2022,Perfect Square Construction,2099913-DCA,Active,07/06/2021,02/28/2027,Premises,Home Improvement Contractor,+13472778863,11215
BA-1436167-2022,MARIO F. REBAZA,1467346-DCA,Active,06/13/2013,02/28/2027,Premises,Home Improvement Contractor,+17189088288,11358
BA-1436168-2022,NORTHBRIDGE CONSTRUCTION CORPORATION,2044828-DCA,Active,10/19/2016,02/28/2027,Premises,Home Improvement Contractor,+13474666928,11219
BA-1436195-2022,PLACID WIRELESS & TOURS INC,2101877-DCA,Active,09/30/2021,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17185287100,11416
BA-1436223-2022,MASON CONSTRUCTION SERVICES INC,2047570-DCA,Active,01/23/2017,02/28/2027,Premises,Home Improvement Contractor,+13479330867,11230
BA-1436230-2022,NY FRIENDLY LLC,2031555-DCA,Active,12/21/2015,02/28/2027,Premises,Home Improvement Contractor,,11368
BA-1436233-2022,MARCUS GROUP INC,2072094-1-DCA,Active,05/30/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+13476451218,10038
BA-1436267-2022,NYC GOURMET DELI I CORP,2104567-1-DCA,Active,03/18/2022,12/31/2027,Premises,Tobacco Retail Dealer,+13472418929,10031
BA-1436285-2022,"PACHECO EMPIRE GROUP, INC",2075607-DCA,Active,07/16/2018,07/31/2027,Premises,Secondhand Dealer - General,+17187669372,11101
BA-1436286-2022,"NYCEILING, INC.",1412679-DCA,Active,11/02/2011,02/28/2027,Premises,Home Improvement Contractor,+13474831100,11229
BA-1436310-2022,ORGANIC DELI AND GROCERY CORPORATION,1402694-DCA,Active,08/02/2011,12/31/2026,Premises,Tobacco Retail Dealer,+17183831444,11222
BA-1436350-2022,PLAZA NEWS INC,2024949-2-DCA,Active,06/26/2015,12/31/2026,Premises,Tobacco Retail Dealer,+15166330876,10004
BA-1436356-2022,"NYC INK STUDIO, INC",2027968-2-DCA,Active,09/03/2015,12/31/2026,Premises,Tobacco Retail Dealer,,10012
BA-1436357-2022,P.C. RICHARD & SON LONG ISLAND CORPORATION,0899883-DCA,Active,04/26/1996,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+16318431670,11361
BA-1436369-2022,MARVIN INSTALLATIONS INC,2092429-DCA,Active,11/21/2019,02/28/2027,Premises,Home Improvement Contractor,+13476584926,11361
BA-1436398-2022,"PEOPLE CHOICE PHARMACY, INC.",2083942-DCA,Active,04/01/2019,03/15/2027,Premises,Dealer In Products For The Disabled,+12123880888,10002
BA-1436402-2022,PROGOTI GROCERY STORES INC,1378883-DCA,Active,12/10/2010,12/31/2027,Premises,Tobacco Retail Dealer,+17189721970,11218
BA-1436425-2022,"POPE, JONATHAN R",2043334-DCA,Active,09/06/2016,02/28/2027,Premises,Home Improvement Contractor,+19177690210,11218
BA-1436453-2022,MP WEST 52 LLC,2081879-DCA,Active,02/04/2019,03/31/2027,Premises,Garage & Parking Lot,+12124903460,10019
BA-1436505-2022,MV KITCHENS INC,1121988-DCA,Active,09/05/2002,02/28/2027,Premises,Home Improvement Contractor,+17184350909,11219
BA-1436518-2022,ORMOND PLACE PARKING CORP.,1465356-DCA,Active,05/20/2013,03/31/2027,Premises,Garage & Parking Lot,+17188570822,11238
BA-1436532-2022,MILLENNIUM SMOKE & NEWS INC,2067987-1-DCA,Active,03/19/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+19177718762,10024
BA-1436537-2022,R&K HOME IMPROVEMENTS INC,2025103-DCA,Active,07/01/2015,02/28/2027,Premises,Home Improvement Contractor,+16464962569,10462
BA-1436538-2022,OMUNDSEN CONSTRUCTION CORP,2029282-DCA,Active,10/07/2015,02/28/2027,Premises,Home Improvement Contractor,+17184154769,10309
BA-1436542-2022,MANHA CONSTRUCTION CORP,2094275-DCA,Active,02/06/2020,02/28/2027,Premises,Home Improvement Contractor,+13476973865,11232
BA-1436579-2022,NEW YORK SMSA LTD. PARTNERSHIP,1439779-DCA,Active,08/03/2012,12/31/2026,Premises,Electronics Store,,10170
BA-1436584-2022,"NOW MUSIC CENTERS, INC.",1297609-DCA,Active,08/27/2008,07/31/2027,Premises,Secondhand Dealer - General,+17184423462,10302
BA-1436591-2022,OM ELECTRONICS INC.,1346047-DCA,Active,03/01/2010,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17182970001,11432
BA-1436592-2022,NY FINE INTERIORS INC,2026136-DCA,Active,07/24/2015,02/28/2027,Premises,Home Improvement Contractor,+12122019935,11378
BA-1436620-2022,MERCEDES GROCERY CORP,2000672-2-DCA,Active,11/13/2013,12/31/2026,Premises,Tobacco Retail Dealer,+17188811510,10467
BA-1436716-2022,MATIC CONSTRUCTION CORP.,1414324-DCA,Active,11/23/2011,02/28/2027,Premises,Home Improvement Contractor,+17188372325,11228
BA-1436722-2022,POLMAR CONSTRUCTION CORP.,1246975-DCA,Active,01/23/2007,02/28/2027,Premises,Home Improvement Contractor,+17183708459,10314
BA-1436727-2022,PAGLIA MASONRY INC.,2009445-DCA,Active,06/10/2014,02/28/2027,Premises,Home Improvement Contractor,+15163134144,11435
BA-1436786-2022,NV Affiliates LLC,2103216-DCA,Active,12/22/2021,02/28/2027,Premises,Home Improvement Contractor,+19178854835,10023
BA-1436792-2022,NS BETHEL FARM INC,2017765-DCA,Active,01/29/2015,03/31/2026,Premises,Stoop Line Stand,+17188973977,11375
BA-1436797-2022,"NOVADEL CONTRACTING, CORP.",2087199-DCA,Active,06/14/2019,02/28/2027,Premises,Home Improvement Contractor,+17182276005,10309
BA-1436858-2022,MECHY FOOD STORE CORP,2003622-2-DCA,Active,02/14/2014,12/31/2026,Premises,Tobacco Retail Dealer,+13474055370,11221
BA-1436869-2022,MB DELI GROCERY CORP,2080146-1-DCA,Active,11/26/2018,12/31/2027,Premises,Tobacco Retail Dealer,,11206
BA-1436883-2022,"PAPANDREA,MICHAEL",1307703-DCA,Active,01/20/2009,02/28/2027,Premises,Home Improvement Contractor,+17184441524,11234
BA-1436916-2022,RAMIREZ GROCERY STORE INC.,2012489-1-DCA,Active,08/26/2014,12/31/2027,Premises,Tobacco Retail Dealer,+17185924830,11368
BA-1436919-2022,METROPOLITAN WIRELESS NN INC,2092324-DCA,Active,11/19/2019,12/31/2026,Premises,Electronics Store,+15164761527,11226
BA-1436991-2022,NATIONWIDE SOUND & SECURITY INC.,1137826-DCA,Active,08/05/2004,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17189636949,11249
BA-1436998-2022,NAWAB BUILDERS INC,2083945-DCA,Active,04/01/2019,02/28/2027,Premises,Home Improvement Contractor,+19172931999,11230
BA-1437087-2022,PHILLIPS CARPENTERS & CLEANING SERVICES INC,2094048-DCA,Active,01/30/2020,02/28/2027,Premises,Home Improvement Contractor,+17182215572,11213
BA-1437095-2022,PANORAMA CONTRACTING INC,2036986-DCA,Active,05/03/2016,02/28/2027,Premises,Home Improvement Contractor,+17189878000,10306
BA-1437121-2022,"NEW DYNAMIC BUILDERS, CORP.",2102655-DCA,Active,11/17/2021,02/28/2027,Premises,Home Improvement Contractor,+17184158268,11210
BA-1437123-2022,PRAMUKH 1929 INC,2088283-2-DCA,Active,07/16/2019,12/31/2026,Premises,Tobacco Retail Dealer,+15169747398,11229
BA-1437125-2022,N M & A DELI CORP.,1078174-DCA,Active,04/19/2001,12/31/2026,Premises,Tobacco Retail Dealer,+12122603859,10003
BA-1437131-2022,"RAHMAN, MOHAMMED M",1255402-DCA,Active,05/15/2007,02/28/2027,Premises,Home Improvement Contractor,+17184382029,11218
BA-1437144-2022,"NICHOLSON, KEVIN O",1422562-DCA,Active,03/22/2012,02/28/2027,Premises,Home Improvement Contractor,+18884237992,11434
BA-1437165-2022,NACCARATO CONTRACTING INC.,2097015-DCA,Active,11/23/2020,02/28/2027,Premises,Home Improvement Contractor,+19178077445,11234
BA-1437177-2022,QIYI MOBILE 1 INC,2069603-DCA,Active,04/17/2018,12/31/2026,Premises,Electronics Store,+16468619855,11220
BA-1437205-2022,MANUEL GENERAL CONSTRUCTION CORP,2102795-DCA,Active,11/24/2021,02/28/2027,Premises,Home Improvement Contractor,+17189086656,11368
BA-1437213-2022,PRODIGY CONSTRUCTION INC.,1474973-DCA,Active,10/07/2013,02/28/2027,Premises,Home Improvement Contractor,+17184990302,11215
BA-1437253-2022,"MAJRUD, ABDO S",1047807-DCA,Active,10/23/2000,12/31/2027,Premises,Tobacco Retail Dealer,+17186291060,11203
BA-1437273-2022,OLD CITY FOOD CORP.,1419889-DCA,Active,02/17/2012,12/31/2027,Premises,Tobacco Retail Dealer,+17184341134,11230
BA-1437327-2022,NY RIVERSIDE GOURMET DELI INC,2096862-1-DCA,Active,11/05/2020,12/31/2027,Premises,Tobacco Retail Dealer,+12125186695,10019
BA-1437406-2022,"Maxim Design Build, LLC",2048120-DCA,Active,02/07/2017,02/28/2027,Premises,Home Improvement Contractor,+19173777529,11215
BA-1437427-2022,"PRO FAB CONSTRUCTION, CORP.",1263957-DCA,Active,08/10/2007,02/28/2027,Premises,Home Improvement Contractor,+19177714997,11420
